ID,Name,Age,OVA,Nationality,Club,BOV,BP,Position,POT,Team & Contract,Height,Weight,foot,Growth,Joined,Loan Date End,Value,Wage,Release Clause,Contract,Gender
211270,E. Saveljich,29,68,Montenegro,Rayo Vallecano,69,CB,CB,69,Rayo Vallecano 2019 ~ 2023,"6'2""",181lbs,Right,1,"Jul 26, 2019",,€850K,€3K,€1.4M,2019 ~ 2023,Male
211273,C. Álvarez,27,64,Argentina,Deportivo Pasto,64,CAM,CAM,64,Deportivo Pasto 2020 ~ 2024,"5'9""",163lbs,Right,0,"Jan 1, 2020",,€475K,€650,€641K,2020 ~ 2024,Male
211287,M. Fofana,28,72,Ivory Coast,Yeni Malatyaspor,72,LM,LM RM,72,Yeni Malatyaspor 2019 ~ 2021,"5'10""",157lbs,Right,0,"Jul 1, 2019",,€3.1M,€12K,€6.2M,2019 ~ 2021,Male
211288,L. Domínguez,28,67,Chile,CD Everton de Viña del Mar,66,CB,CB,68,CD Everton de Viña del Mar 2018 ~ 2019,"6'2""",170lbs,Left,1,"Jul 23, 2018",,€700K,€2K,€998K,2018 ~ 2019,Male
211299,K. Roos,28,68,Netherlands,Derby County,68,GK,GK,71,Derby County 2014 ~ 2022,"6'5""",198lbs,Right,3,"Jan 23, 2014",,€800K,€9K,€1.6M,2014 ~ 2022,Male
211300,A. Martial,24,84,France,Manchester United,86,ST,ST,88,Manchester United 2015 ~ 2024,"6'0""",168lbs,Right,4,"Sep 1, 2015",,€41M,€155K,€81M,2015 ~ 2024,Male
211302,G. Lapadula,30,71,Italy,Benevento,71,ST,ST,71,Benevento 2020 ~ 2023,"5'10""",152lbs,Left,0,"Sep 2, 2020",,€2.3M,€13K,€4.1M,2020 ~ 2023,Male
211308,D. Terentyev B,24,68,Russia,Zenit St. Petersburg,67,RB,RB RWB,73,Zenit St. Petersburg 2017 ~ 2020,"5'11""",159lbs,Right,5,"Jun 9, 2017",,€1M,€20K,€1.6M,2017 ~ 2020,Male
211314,Nico Hidalgo,27,65,Spain,Racing Santander,65,RM,RM RB,65,Racing Santander 2019 ~ 2021,"5'9""",141lbs,Right,0,"Jul 26, 2019",,€575K,€3K,€891K,2019 ~ 2021,Male
211315,Israel Puerto,27,67,Spain,Śląsk Wrocław,69,CB,CB,69,Śląsk Wrocław 2019 ~ 2021,"6'2""",165lbs,Right,2,"Jul 1, 2019",,€800K,€3K,€1.1M,2019 ~ 2021,Male
211320,D. Rugani,25,80,Italy,Juventus,82,CB,CB,83,Juventus 2015 ~ 2023,"6'3""",185lbs,Right,3,"Feb 4, 2015",,€16.5M,€71K,€28.5M,2015 ~ 2023,Male
211321,M. Konaté,27,71,Senegal,Amiens SC,71,ST,ST,71,Amiens SC 2017 ~ 2021,"6'0""",172lbs,Right,0,"Aug 12, 2017",,€2.5M,€5K,€4.5M,2017 ~ 2021,Male
211323,Pol García,25,69,Spain,Sint-Truidense VV,71,CB,CB LB,73,Sint-Truidense VV 2018 ~ 2021,"6'0""",165lbs,Left,4,"Jul 11, 2018",,€1.2M,€6K,€1.8M,2018 ~ 2021,Male
211327,M. Goicoechea,32,70,Uruguay,Toulouse Football Club,70,GK,GK,70,Toulouse Football Club 2015 ~ 2021,"6'1""",181lbs,Right,0,"Jul 14, 2015",,€1.1M,€3K,€2M,2015 ~ 2021,Male
211338,A. Chumacero,29,71,Bolivia,Bolivia,71,CM,CM RM,71,Puebla FC 2018 ~ 2023,"5'5""",139lbs,Right,0,"Jan 1, 2018",,€2.3M,€6K,€3.9M,Puebla FC 2018 ~ 2023,Male
211339,R. Cardozo,30,70,Bolivia,Bolivia,70,LM,LM,70,Bolivia Free,"5'7""",154lbs,Left,0,"Jan 1, 2018",,€0,€0,€0,Free,Male
211340,G. Valverde,30,65,Bolivia,Bolivia,65,CB,CB CDM,65,Bolivia Free,"5'10""",172lbs,Right,0,"Jul 1, 2016",,€0,€0,€0,Free,Male
211348,S. Dimitrievski,26,71,North Macedonia,Rayo Vallecano,71,GK,GK,75,Rayo Vallecano 2019 ~ 2024,"6'2""",179lbs,Right,4,"Jan 31, 2019",,€2.2M,€4K,€3.7M,2019 ~ 2024,Male
211353,L. Brănescu,25,67,Romania,Kilmarnock,67,GK,GK,72,"Kilmarnock Jun 30, 2020 On Loan","6'4""",190lbs,Right,5,"Jan 24, 2011","Jun 30, 2020",€750K,€2K,€0,"Jun 30, 2020 On Loan",Male
211354,M. Benassi,25,74,Italy,Hellas Verona,75,CM,CM,75,"Hellas Verona Jun 30, 2021 On Loan","6'0""",176lbs,Right,1,"Aug 9, 2017","Jun 30, 2021",€6.5M,€22K,€0,"Jun 30, 2021 On Loan",Male
211358,J. Fabri,26,67,France,La Berrichonne de Châteauroux,67,GK,GK,71,La Berrichonne de Châteauroux 2019 ~ 2021,"6'0""",176lbs,Right,4,"Oct 30, 2019",,€725K,€2K,€1.3M,2019 ~ 2021,Male
211361,D. Cataldi,25,73,Italy,Lazio,75,CAM,CM CDM,76,Lazio 2011 ~ 2024,"5'11""",154lbs,Right,3,"Jul 1, 2011",,€4.9M,€38K,€8.7M,2011 ~ 2024,Male
211365,E. Hestad,25,72,Norway,Molde FK,73,LM,RM,75,Molde FK 2012 ~ 2021,"6'0""",165lbs,Left,3,"Aug 1, 2012",,€3.9M,€6K,€5.4M,2012 ~ 2021,Male
211368,Bruma,25,76,Portugal,PSV,76,LM,LM,77,PSV 2019 ~ 2024,"5'8""",154lbs,Right,1,"Jul 1, 2019",,€9M,€17K,€13.3M,2019 ~ 2024,Male
211378,J. Irvine,27,70,Australia,Australia,72,ST,CDM CAM CM,72,Australia Free,"6'2""",154lbs,Right,2,"Aug 30, 2017",,€0,€0,€0,Free,Male
211381,S. Boufal,26,75,Morocco,Southampton,75,LM,LM,75,Southampton 2016 ~ 2021,"5'9""",148lbs,Right,0,"Aug 29, 2016",,€7M,€46K,€13.3M,2016 ~ 2021,Male
211382,I. Amadou,27,76,France,Sevilla FC,77,CDM,CDM CB,79,Sevilla FC 2018 ~ 2022,"6'0""",179lbs,Right,3,"Jul 2, 2018",,€8.5M,€23K,€18.5M,2018 ~ 2022,Male
211384,J. Lowe,25,68,England,Swansea City,69,RW,RM LM CAM,69,Swansea City 2020 ~ 2023,"6'0""",165lbs,Right,1,"Aug 27, 2020",,€1.1M,€11K,€2.2M,2020 ~ 2023,Male
211385,R. Durmisi,26,74,Denmark,Lazio,75,LWB,LB LWB LM,77,Lazio 2018 ~ 2023,"5'6""",148lbs,Left,3,"Jul 1, 2018",,€6M,€39K,€10.7M,2018 ~ 2023,Male
211394,P. Faragò,27,70,Italy,Cagliari,70,CM,CM RM RB,70,Cagliari 2017 ~ 2022,"6'2""",176lbs,Right,0,"Jan 19, 2017",,€1.8M,€17K,€3.1M,2017 ~ 2022,Male
211408,K. Linetty,25,74,Poland,Torino,77,CDM,CM,78,Torino 2020 ~ 2024,"5'9""",161lbs,Right,4,"Sep 1, 2020",,€7M,€33K,€12.4M,2020 ~ 2024,Male
211432,A. Saco-Vértiz,23,67,Peru,Peru,68,CB,LB CB,73,Peru Free,"6'2""",187lbs,Left,6,"Jan 1, 2012",,€0,€0,€0,Free,Male
211448,M. Alaa,29,71,Egypt,Egypt,71,CB,CB,71,Egypt Free,"6'2""",192lbs,Right,0,"Aug 12, 2017",,€0,€0,€0,Free,Male
211453,M. Mohsen,31,65,Egypt,Egypt,65,ST,ST,65,Egypt Free,"6'1""",179lbs,Right,0,"Sep 3, 2011",,€0,€0,€0,Free,Male
211454,M. Elneny,27,76,Egypt,Arsenal,76,CDM,CDM CM,77,Arsenal 2016 ~ 2022,"5'11""",163lbs,Right,1,"Jan 14, 2016",,€8M,€60K,€15.8M,2016 ~ 2022,Male
211461,Luiz Phellype,26,74,Brazil,Sporting CP,75,ST,ST,75,Sporting CP 2019 ~ 2024,"6'2""",183lbs,Right,1,"Jan 1, 2019",,€6.5M,€13K,€13.5M,2019 ~ 2024,Male
211463,C. Lavery,27,63,Northern Ireland,Walsall,64,ST,ST,64,Walsall 2019 ~ 2021,"5'11""",168lbs,Right,1,"Aug 6, 2019",,€425K,€4K,€776K,2019 ~ 2021,Male
211464,D. Meleg,22,66,Serbia,Kayserispor,65,CAM,RM LM,71,Kayserispor 2017 ~ 2020,"5'9""",161lbs,Left,5,"Jul 1, 2017",,€850K,€4K,€1.8M,2017 ~ 2020,Male
211484,K. Tapoko,26,64,France,Grenoble Foot 38,66,CB,CDM CM,68,Grenoble Foot 38 2020 ~ 2022,"6'4""",185lbs,Right,4,"Jun 29, 2020",,€525K,€2K,€958K,2020 ~ 2022,Male
211499,H. Quiñones,27,71,Colombia,América de Cali,71,LB,LB LW,71,América de Cali 2019 ~ 2020,"5'10""",154lbs,Left,0,"Jul 17, 2019",,€2.1M,€2K,€2.9M,2019 ~ 2020,Male
211504,L. Baker,25,70,England,Trabzonspor,72,CM,CM CDM CAM,75,"Trabzonspor May 31, 2021 On Loan","6'0""",159lbs,Right,5,"Jul 1, 2012","May 31, 2021",€2.3M,€16K,€0,"May 31, 2021 On Loan",Male
211506,J. Swift,25,74,England,Reading,76,CAM,CM CDM CAM,78,Reading 2016 ~ 2022,"6'0""",161lbs,Right,4,"Jul 14, 2016",,€7M,€14K,€13.8M,2016 ~ 2022,Male
211511,L. McCullough,25,62,Northern Ireland,Tranmere Rovers,63,CDM,CDM CM,65,Tranmere Rovers 2020 ~ 2020,"6'2""",185lbs,Right,3,"Jan 6, 2020",,€350K,€2K,€639K,2020 ~ 2020,Male
211512,L. Hendrie B,25,64,England,Grimsby Town,64,RB,RB RWB LB,66,Grimsby Town 2019 ~ 2021,"5'10""",159lbs,Right,2,"Jan 11, 2019",,€475K,€2K,€867K,2019 ~ 2021,Male
211514,R. James,26,69,England,Doncaster Rovers,70,LWB,LB,71,Doncaster Rovers 2019 ~ 2021,"5'7""",157lbs,Left,2,"Jun 19, 2019",,€1.1M,€6K,€2M,2019 ~ 2021,Male
211515,P. Gollini,25,79,Italy,Atalanta,79,GK,GK,83,Atalanta 2018 ~ 2023,"6'4""",207lbs,Right,4,"Jul 2, 2018",,€12M,€40K,€21.3M,2018 ~ 2023,Male
211522,A. Callens,28,70,Peru,New York City FC,72,CB,CB,72,New York City FC 2017 ~ 2024,"6'1""",168lbs,Left,2,"Jan 27, 2017",,€1.8M,€5K,€2.8M,2017 ~ 2024,Male
211527,Álex Gallar,28,71,Spain,FC Cartagena,71,RM,RM LM,71,"FC Cartagena Jun 30, 2021 On Loan","5'9""",157lbs,Left,0,"Aug 21, 2019","Jun 30, 2021",€2.4M,€6K,€0,"Jun 30, 2021 On Loan",Male
211536,M. O'Hara,24,64,Scotland,Motherwell,67,RM,CM,69,Motherwell 2020 ~ 2022,"6'0""",161lbs,Right,5,"Jul 1, 2020",,€600K,€2K,€1.1M,2020 ~ 2022,Male
211557,F. Barba,26,72,Italy,Benevento,74,CB,CB LB,75,Benevento 2020 ~ 2023,"6'1""",176lbs,Left,3,"Sep 1, 2020",,€3.4M,€12K,€6.4M,2020 ~ 2023,Male
211567,Gilberto,27,74,Brazil,SL Benfica,74,RB,RB RM,75,SL Benfica 2020 ~ 2025,"5'10""",163lbs,Right,1,"Aug 10, 2020",,€5.5M,€11K,€11.4M,2020 ~ 2025,Male
211575,André Gomes,26,79,Portugal,Everton,79,CM,CM CDM,80,Everton 2019 ~ 2024,"6'2""",185lbs,Right,1,"Jun 25, 2019",,€14.5M,€83K,€28.6M,2019 ~ 2024,Male
211581,S. O'Neill,26,64,United States,Seattle Sounders FC,66,CB,CB,67,Seattle Sounders FC 2020 ~ 2024,"6'2""",190lbs,Right,3,"Jan 15, 2020",,€500K,€2K,€788K,2020 ~ 2024,Male
211591,M. Dembélé,23,81,France,Olympique Lyonnais,83,ST,ST,85,Olympique Lyonnais 2018 ~ 2023,"6'0""",163lbs,Right,4,"Aug 31, 2018",,€23.5M,€71K,€46.4M,2018 ~ 2023,Male
211592,A. Semenov,31,72,Russia,Russia,72,CB,CB,72,Russia Free,"6'3""",190lbs,Right,0,"Feb 4, 2014",,€0,€0,€0,Free,Male
211594,G. Leigh,24,66,England,Aberdeen,67,LB,LB CDM,70,Aberdeen 2018 ~ 2021,"5'11""",161lbs,Left,4,"Jul 1, 2018",,€750K,€2K,€1.4M,2018 ~ 2021,Male
211595,G. Evans,25,68,England,Derby County,69,CM,CDM CB,72,Derby County 2018 ~ 2022,"6'0""",168lbs,Right,4,"Jul 31, 2018",,€1M,€10K,€2M,2018 ~ 2022,Male
211598,M. Arteaga,26,61,Venezuela,Zamora FC,63,ST,ST,64,Zamora FC 2017 ~ 2024,"6'1""",172lbs,Right,3,"Jul 1, 2017",,€325K,€500,€723K,2017 ~ 2024,Male
211607,F. Loshaj,23,65,Kosovo,Cracovia,67,CM,CM CDM,71,Cracovia 2020 ~ 2023,"5'9""",161lbs,Left,6,"Feb 1, 2020",,€725K,€3K,€1.1M,2020 ~ 2023,Male
211618,D. Starkl,26,62,Austria,FC Admira Wacker Mödling,65,ST,ST LM RM,64,FC Admira Wacker Mödling 2016 ~ 2021,"5'9""",154lbs,Right,2,"Jul 1, 2016",,€375K,€3K,€572K,2016 ~ 2021,Male
211623,R. Colclough,25,64,England,Scunthorpe United,65,RM,LM RM,67,Scunthorpe United 2018 ~ 2021,"6'0""",161lbs,Right,3,"Aug 9, 2018",,€575K,€5K,€1M,2018 ~ 2021,Male
211626,D. Kądzior,28,74,Poland,SD Eibar,74,RM,RM RW,74,SD Eibar 2020 ~ 2023,"5'9""",163lbs,Left,0,"Aug 29, 2020",,€5.5M,€24K,€11.6M,2020 ~ 2023,Male
211663,J. Blyth,26,57,England,Macclesfield Town,57,ST,ST,57,Macclesfield Town 2019 ~ 2020,"6'3""",170lbs,Right,0,"Jul 1, 2019",,€110K,€2K,€193K,2019 ~ 2020,Male
211671,J. Radošević,26,68,Croatia,Brøndby IF,69,CDM,CDM CM,71,Brøndby IF 2018 ~ 2022,"5'11""",172lbs,Right,3,"Jul 27, 2018",,€1M,€8K,€1.3M,2018 ~ 2022,Male
211672,T. Boyd,25,74,United States,Beşiktaş JK,75,CAM,RM LM,77,Beşiktaş JK 2019 ~ 2023,"5'11""",146lbs,Right,3,"Jul 16, 2019",,€7M,€47K,€14.5M,2019 ~ 2023,Male
211688,Gayà,25,83,Spain,Valencia CF,84,LWB,LB,88,Valencia CF 2012 ~ 2023,"5'8""",146lbs,Left,5,"Sep 13, 2012",,€30.5M,€46K,€66.3M,2012 ~ 2023,Male
211697,D. Crispino,20,64,Italy,Como,64,GK,GK,72,Como 2014 ~ 2016,"6'2""",168lbs,Right,8,"Jul 12, 2014",,€550K,€2K,€0,2014 ~ 2016,Male
211703,M. Schnatterer,34,71,Germany,1. FC Heidenheim 1846,71,RM,RM LM CAM,71,1. FC Heidenheim 1846 2008 ~ 2021,"5'11""",165lbs,Right,0,"Jul 1, 2008",,€1.2M,€16K,€1.9M,2008 ~ 2021,Male
211706,Pere Pons,27,75,Spain,Deportivo Alavés,76,CM,CM CDM,76,Deportivo Alavés 2019 ~ 2022,"5'10""",154lbs,Right,1,"Jul 4, 2019",,€7.5M,€22K,€16.3M,2019 ~ 2022,Male
211708,T. Harvey,20,56,England,Plymouth Argyle,57,CAM,ST CAM,68,Plymouth Argyle 2012 ~ 2016,"6'1""",157lbs,Right,12,"Sep 1, 2012",,€190K,€2K,€0,2012 ~ 2016,Male
211717,L. Fenton B,27,63,New Zealand,Wellington Phoenix,63,RB,RB RWB,64,Wellington Phoenix 2012 ~ 2021,"5'9""",154lbs,Right,1,"Sep 1, 2012",,€375K,€1K,€497K,2012 ~ 2021,Male
211723,T. Knipping,27,65,Germany,SG Dynamo Dresden,67,CB,CB,67,SG Dynamo Dresden 2020 ~ 2022,"6'2""",181lbs,Left,2,"Jul 15, 2020",,€575K,€2K,€877K,2020 ~ 2022,Male
211732,T. Thiele,28,64,Germany,Viktoria Köln,64,ST,ST RM,64,Viktoria Köln 2020 ~ 2022,"6'2""",185lbs,Right,0,"Aug 24, 2020",,€475K,€2K,€689K,2020 ~ 2022,Male
211738,M. Flekken,27,75,Netherlands,SC Freiburg,75,GK,GK,77,SC Freiburg 2018 ~ 2022,"6'4""",198lbs,Right,2,"Jul 1, 2018",,€5.5M,€17K,€10.3M,2018 ~ 2022,Male
211739,E. Yeşilyurt,26,64,Germany,Sivasspor,64,RM,RM LM,65,Sivasspor 2018 ~ 2025,"5'9""",159lbs,Right,1,"Jul 4, 2018",,€525K,€4K,€1.1M,2018 ~ 2025,Male
211742,M. Lorenz,31,67,Germany,Karlsruher SC,67,LM,LM,67,Karlsruher SC 2017 ~ 2021,"6'0""",165lbs,Left,0,"Jul 1, 2017",,€675K,€5K,€1M,2017 ~ 2021,Male
211746,R. Benatelli,28,67,Germany,FC St. Pauli,67,CM,CM CDM,67,FC St. Pauli 2019 ~ 2022,"5'11""",181lbs,Right,0,"Jul 1, 2019",,€750K,€7K,€1.2M,2019 ~ 2022,Male
211748,K. Demirbay,26,80,Germany,Bayer 04 Leverkusen,81,CAM,CM,81,Bayer 04 Leverkusen 2019 ~ 2024,"6'0""",163lbs,Left,1,"Jul 1, 2019",,€17M,€68K,€30.2M,2019 ~ 2024,Male
211783,Bruno Mendes,25,69,Brazil,Cerezo Osaka,71,ST,ST,72,Cerezo Osaka 2014 ~ 2021,"6'0""",170lbs,Right,3,"Jan 1, 2014",,€1.3M,€5K,€1.8M,2014 ~ 2021,Male
211784,N. Maupay,23,77,France,Brighton & Hove Albion,79,ST,ST,81,Brighton & Hove Albion 2019 ~ 2023,"5'7""",152lbs,Right,4,"Aug 5, 2019",,€12M,€52K,€23.7M,2019 ~ 2023,Male
211791,M. Konczkowski,26,68,Poland,Piast Gliwice,68,RM,RM RB,68,Piast Gliwice 2017 ~ 2022,"5'11""",172lbs,Right,0,"Jun 19, 2017",,€950K,€4K,€1.3M,2017 ~ 2022,Male
211806,N. Hebisch,30,60,Germany,VfB Lübeck,60,ST,ST,60,VfB Lübeck 2019 ~ 2021,"6'3""",181lbs,Right,0,"Jul 1, 2019",,€200K,€800,€290K,2019 ~ 2021,Male
211812,K. Schulz,30,66,Germany,SKN St. Pölten,66,LWB,LWB LB CB,66,SKN St. Pölten 2020 ~ 2022,"6'2""",181lbs,Left,0,"Feb 6, 2020",,€500K,€3K,€725K,2020 ~ 2022,Male
211817,A. Berzel,28,65,Germany,Türkgücü München,66,CB,CB CDM,66,Türkgücü München 2020 ~ 2022,"6'0""",185lbs,Right,1,"Jul 15, 2020",,€525K,€2K,€801K,2020 ~ 2022,Male
211818,K. Möhwald,26,72,Germany,SV Werder Bremen,73,CAM,CM CAM,73,SV Werder Bremen 2018 ~ 2022,"6'0""",170lbs,Right,1,"Jul 1, 2018",,€3.6M,€19K,€6.4M,2018 ~ 2022,Male
211820,P. Ofosu-Ayeh B,27,63,Ghana,Wolverhampton Wanderers,63,RB,RB RWB,63,Wolverhampton Wanderers 2017 ~ 2020,"5'11""",179lbs,Right,0,"Jul 1, 2017",,€325K,€12K,€618K,2017 ~ 2020,Male
211826,R. Czichos,30,72,Germany,1. FC Köln,72,CB,CB LB,72,1. FC Köln 2018 ~ 2022,"6'2""",190lbs,Left,0,"Jul 1, 2018",,€2.5M,€18K,€4.5M,2018 ~ 2022,Male
211828,J. Oumari,31,66,Lebanon,FC Tokyo,66,CB,CB CDM,66,FC Tokyo 2020 ~ 2021,"6'2""",181lbs,Left,0,"Jan 10, 2020",,€475K,€3K,€594K,2020 ~ 2021,Male
211840,M. Hartmann,32,69,Germany,SG Dynamo Dresden,69,CB,CB CDM,69,SG Dynamo Dresden 2013 ~ 2021,"6'4""",198lbs,Right,0,"Jul 1, 2013",,€675K,€4K,€979K,2013 ~ 2021,Male
211844,N. Gavory,25,73,France,Standard de Liège,74,LWB,LB,77,Standard de Liège 2019 ~ 2023,"6'0""",174lbs,Left,4,"Jul 1, 2019",,€4.5M,€12K,€7.1M,2019 ~ 2023,Male
211845,N. Quaschner,25,64,Germany,DSC Arminia Bielefeld,66,ST,LW ST,65,DSC Arminia Bielefeld 2017 ~ 2020,"6'0""",179lbs,Right,1,"Jul 5, 2017",,€525K,€4K,€879K,2017 ~ 2020,Male
211848,B. Zolinski,28,68,Germany,FC Erzgebirge Aue,68,ST,ST RM,68,FC Erzgebirge Aue 2020 ~ 2023,"5'11""",172lbs,Right,0,"Sep 16, 2020",,€925K,€5K,€1.4M,2020 ~ 2023,Male
211850,M. Starke,29,64,Namibia,FSV Zwickau,66,LM,CAM ST CM,64,FSV Zwickau 2020 ~ 2022,"5'10""",179lbs,Left,0,"Sep 7, 2020",,€450K,€750,€653K,2020 ~ 2022,Male
211856,K. Akpoguma,25,73,Nigeria,TSG 1899 Hoffenheim,75,CB,CB,77,TSG 1899 Hoffenheim 2013 ~ 2024,"6'4""",187lbs,Right,4,"Jul 1, 2013",,€4.6M,€23K,€8.2M,2013 ~ 2024,Male
211857,Alex Muñoz,25,72,Spain,CD Tenerife,72,LB,LB CB,75,CD Tenerife 2019 ~ 2021,"6'2""",176lbs,Left,3,"Jul 26, 2019",,€3.4M,€7K,€5.7M,2019 ~ 2021,Male
211862,A. Hahn,29,72,Germany,FC Augsburg,73,ST,RM ST,72,FC Augsburg 2018 ~ 2022,"6'1""",174lbs,Right,0,"Jul 1, 2018",,€3M,€20K,€5.4M,2018 ~ 2022,Male
211870,D. Nazarov,30,68,Azerbaijan,FC Erzgebirge Aue,69,RW,CAM ST,68,FC Erzgebirge Aue 2016 ~ 2023,"6'0""",161lbs,Right,0,"Jul 1, 2016",,€850K,€4K,€1.3M,2016 ~ 2023,Male
211872,P. Heise,29,70,Germany,Karlsruher SC,70,LB,LB LM,70,"Karlsruher SC Jun 30, 2021 On Loan","6'0""",172lbs,Left,0,"Jan 31, 2019","Jun 30, 2021",€1.5M,€7K,€0,"Jun 30, 2021 On Loan",Male
211875,T. Grupe,28,61,Germany,VfB Lübeck,63,CB,CB CDM,63,VfB Lübeck 2018 ~ 2022,"6'4""",187lbs,Right,2,"Jul 1, 2018",,€250K,€800,€381K,2018 ~ 2022,Male
211879,J. Haberer,26,75,Germany,SC Freiburg,76,CM,CM CF RM,76,SC Freiburg 2016 ~ 2024,"6'1""",168lbs,Right,1,"Jul 1, 2016",,€7.5M,€23K,€14.1M,2016 ~ 2024,Male
211880,M. Welzmüller,30,66,Germany,Bayern München II,66,CDM,CDM CM,66,Bayern München II 2018 ~ 2021,"5'10""",159lbs,Right,0,"Jul 1, 2018",,€525K,€3K,€761K,2018 ~ 2021,Male
211881,Q. Moll,29,65,Germany,TSV 1860 München,65,CDM,CDM CM CB,65,TSV 1860 München 2018 ~ 2021,"6'0""",176lbs,Right,0,"Jul 1, 2018",,€475K,€800,€689K,2018 ~ 2021,Male
211883,K. Müller,28,63,Germany,FC St. Pauli,63,GK,GK,65,FC St. Pauli 2019 ~ 2020,"6'3""",198lbs,Right,2,"Oct 8, 2019",,€325K,€3K,€544K,2019 ~ 2020,Male
211888,M. Willsch  B,29,65,Germany,TSV 1860 München,65,RB,RB RM RWB,65,TSV 1860 München 2018 ~ 2023,"5'11""",161lbs,Right,0,"Jul 1, 2018",,€450K,€800,€653K,2018 ~ 2023,Male
211891,A. Voglsammer,28,73,Germany,DSC Arminia Bielefeld,75,ST,LW ST,73,DSC Arminia Bielefeld 2016 ~ 2021,"5'10""",179lbs,Right,0,"Jan 20, 2016",,€4M,€22K,€7.2M,2016 ~ 2021,Male
211893,M. Schwabl,29,65,Germany,SpVgg Unterhaching,65,RB,RB CB CDM,65,SpVgg Unterhaching 2018 ~ 2021,"6'0""",157lbs,Right,0,"Jul 2, 2018",,€450K,€2K,€653K,2018 ~ 2021,Male
211899,F. Niederlechner,29,78,Germany,FC Augsburg,78,ST,ST,78,FC Augsburg 2019 ~ 2022,"6'2""",190lbs,Right,0,"Jul 1, 2019",,€10.5M,€35K,€18.9M,2019 ~ 2022,Male
211901,L. Hufnagel,26,65,Georgia,SpVgg Unterhaching,69,RM,CM CDM RM,68,SpVgg Unterhaching 2018 ~ 2021,"6'0""",161lbs,Right,3,"Jul 2, 2018",,€650K,€2K,€991K,2018 ~ 2021,Male
211903,B. Kololli,28,70,Kosovo,FC Zürich,70,LM,LM ST LB,70,FC Zürich 2018 ~ 2021,"6'0""",181lbs,Right,0,"Jul 21, 2018",,€1.8M,€9K,€2.6M,2018 ~ 2021,Male
211907,J. Gondorf,32,70,Germany,Karlsruher SC,71,CDM,CM CDM,70,Karlsruher SC 2020 ~ 2022,"5'9""",163lbs,Right,0,"Jul 1, 2020",,€1.3M,€8K,€2M,2020 ~ 2022,Male
211908,G. Güvenç,28,70,Turkey,Gazişehir Gaziantep F.K.,70,GK,GK,72,Gazişehir Gaziantep F.K. 2019 ~ 2021,"6'2""",187lbs,Right,2,"Jul 1, 2019",,€1.5M,€7K,€3.1M,2019 ~ 2021,Male
211927,Kwon Chang Hoon,26,74,Korea Republic,SC Freiburg,75,CAM,RM CF,75,SC Freiburg 2019 ~ 2024,"5'8""",159lbs,Left,1,"Jul 1, 2019",,€6.5M,€22K,€12.2M,2019 ~ 2024,Male
211928,D. Gape,25,67,England,Wycombe Wanderers,68,CDM,CDM CM,71,Wycombe Wanderers 2017 ~ 2022,"5'9""",154lbs,Right,4,"Jan 7, 2017",,€900K,€5K,€1.7M,2017 ~ 2022,Male
211931,F. Aird,22,64,Canada,Canada,64,RWB,RB RM,68,Canada Free,"5'9""",154lbs,Right,4,"Jan 18, 2017",,€0,€0,€0,Free,Male
211935,R. Nagai,29,64,Japan,Sanfrecce Hiroshima,64,ST,ST RW LW,64,Sanfrecce Hiroshima 2020 ~ 2021,"5'11""",161lbs,Right,0,"Jan 4, 2020",,€450K,€3K,€563K,2020 ~ 2021,Male
211946,M. Kolke,29,69,Germany,FC Hansa Rostock,69,GK,GK,70,FC Hansa Rostock 2019 ~ 2021,"6'2""",201lbs,Right,1,"Jul 1, 2019",,€850K,€2K,€1.3M,2019 ~ 2021,Male
211952,M. Thiel,27,66,Germany,1. FC Heidenheim 1846,67,LW,LM RM,66,1. FC Heidenheim 1846 2017 ~ 2021,"6'2""",179lbs,Left,0,"Jul 1, 2017",,€675K,€7K,€1.1M,2017 ~ 2021,Male
211954,T. Schröck,27,66,Germany,FC Ingolstadt 04,67,CB,CB CDM CM,67,FC Ingolstadt 04 2017 ~ 2021,"6'2""",185lbs,Right,1,"Jul 1, 2017",,€650K,€3K,€991K,2017 ~ 2021,Male
211955,U. Taffertshofer,28,68,Germany,VfL Osnabrück,69,CB,CDM CM CB,69,VfL Osnabrück 2018 ~ 2021,"6'0""",181lbs,Right,1,"Jul 1, 2018",,€900K,€6K,€1.5M,2018 ~ 2021,Male
211966,M. Romeo,24,71,Antigua &amp; Barbuda,Millwall,71,RWB,RWB RB,76,Millwall 2015 ~ 2023,"5'10""",161lbs,Right,5,"May 5, 2015",,€2.8M,€8K,€5.5M,2015 ~ 2023,Male
211982,N. Neidhart,25,67,Germany,FC Hansa Rostock,68,RWB,LB RM,70,FC Hansa Rostock 2019 ~ 2021,"5'10""",150lbs,Right,3,"Jul 1, 2019",,€850K,€2K,€1.3M,2019 ~ 2021,Male
211987,R. Yalçın,26,68,Germany,Sivasspor,69,CM,CDM CB,72,Sivasspor 2020 ~ 2021,"6'0""",170lbs,Right,4,"Aug 28, 2020",,€1M,€7K,€2.1M,2020 ~ 2021,Male
211988,J. Kiesewetter,27,65,United States,Inter Miami,65,RM,RM,65,Inter Miami 2019 ~ 2024,"6'0""",174lbs,Right,0,"Nov 19, 2019",,€575K,€2K,€863K,2019 ~ 2024,Male
